TEXT,CLASS
"The Big Sleep, first published in 1939, introduced the world to Philip Marlowe, private detective, a character who would go on to become synonymous with the concept of ""hard-boiled"" crime fiction. I've long been a fan of film noir, notable for its fast-talking, world-weary detectives, glamorous femme fatales, and striking use of shadow and light to illustrate the seamier side of life on-screen. Considering how much I love classic examples of the film noir genre such as The Big Sleep or The Maltese Falcon, it is all the more shocking that it has taken me this long to read the literary equivalent of those films. Chandler turned to writing in his mid-forties after losing his job with an oil company due to the Depression, and his writing reflects a hard-won maturity and cynicism. He began writing short stories for pulp magazines, and The Big Sleep was based on two of them -- ""Killer in the Rain"" (1935) and ""The Curtain"" (1936). When Philip Marlowe is called to the home of the wealthy Sternwood family, he's hired by the elderly patriarch to make bookseller Arthur Geiger's attempt to blackmail his wild youngest daughter Carmen disappear. The General has a second daughter, Vivian, married to an ex-bootlegger named Rusty Regan who recently disappeared and may or may not be involved in the younger daughter's current trouble. At first blush what appears to be a fairly straightforward commission -- remove the thorn in the elderly General's side -- is anything but, as Marlowe quickly discovers that the Sternwood daughters have secrets to keep -- secrets that some may be willing to kill  in order to keep quiet. Over the course of his investigation, Marlowe finds himself swept up in a seedy world of illegal pornographers and secret gambling establishments -- and the deeper Marlowe digs, the more bodies start to accumulate. And the answer to one question -- where is Rusty Regan? -- threatens to destroy the Sternwood reputation and silence Marlowe forever. Like the classic 1946 film adaptation that featured Bogart as Marlowe, the movie's source material twists and turns through the seamy side of  a Los Angeles on the brink of exploding into the metropolis it would become in the 1940s during Hollywood's Golden Age. But Chandler is less concerned with Tinseltown's sheen and more with letting us accompany Marlowe as he navigates through the moral and ethical corruptions fostered by the excesses of L.A.'s position as an entertainment capital of the world. One criticism of the film and novel is the twisty, confusing nature of the plot. While this isn't a perfectly plotted novel, it isn't the mechanics of the investigation that captivated me -- it was witnessing Marlowe's responses to the characters and situations he encounters. Chandler's dialogue and prose are razor-sharp (""I don't mind if you don't like my manners. They're pretty bad. I grieve over them during the long winter nights.""), an absolute joy to read -- this is a book I savored. Rich in atmosphere and character, The Big Sleep is an unforgettable introduction to Chandler's work. Marlowe is something like a shopworn knight -- world-weary, sarcastic and cynical, but clinging to a deeply rooted sense of honor and set of principles, he is a uniquely American literary hero. I'll definitely be reading his further adventures.",truthful
"I recently finished teaching Jack London's ""The Call of the Wild"" to my eighth grade students. It proved a fulfilling experience for them and me. While it is often described as an adventure story, there is much more to it than that. Set during the Yukon Gold Rush of the late 1890s, the narrative focuses on the protagonist Buck, a St. Bernard-Scotch shepherd mix, and his metamorphosis from a sated domesticate canine in the sun-kissed Santa Clara Valley in California to a wild beast thoroughly fixed to his ancient, primordial nature. Many of my students ultimately thought this a sad story, and felt deeply for Buck. For this novel, his most celebrated, Jack London drew on his own failed hunt for gold in the Klondike. His descriptions of Buck's surroundings, predicaments, antagonists, and internal conflicts are masterful examples of imagery. His themes of betrayal, struggle, and loving friendship are universal, which propelled him to international fame. For its price and durability (and cool cover), I particularly like the Puffin Classics edition. However, whichever edition one chooses, I highly recommend ""The Call of the Wild"" to any reader interested in experiencing the adventure genre elevated to fine art.",truthful
"andquot;Call of the Wildandquot; is not an easy book to read. Devoid of the cute tricks and talking beasts of many animal-centered books, it is a harsh look at a formerly-pampered dog's lessons on survival among a pack of his fellows. Buck is an ordinary pet dog--until the day he is stolen and sent off to Alaska, in the middle of the goldrush around the turn of the century. Buck learns to cope with the rough lifestyle of a sled dog, competes for survival and status among the other dogs, and makes friends along the way. London's skill is evident, in that he is able to convey Buck's feelings and actions in an understandable way, without dialogue. His treatment, especially right after he is abducted, often makes the reader want to reach through and whomp his attackers. At the same time, you adore John Thornton for loving Buck so much and being kind to him when no other human is. With books such as andquot;White Fangandquot; and andquot;Call of the Wild,andquot; one wonders if Thornton and characters like that were alter-egos for London, since his affection for canines is clear in his writing. I also wonder whether he studied the pack structure of dogs kept together for a long time. And like in real life, there's not a happy ending for all concerned--such as one dog who simply can't keep pulling the sled. Buck changes over the course of the book. The same nobility and strength is still there, but it's tempered with wisdom and experience in wild matters as well as domestic ones. Without overdoing the descriptions, London gives you an idea of the cold bleakness of Alaska when your feet are in the snow and you have to trudge twenty miles. The readers will also find themselves agreeing completely with the brief descriptions of the characters who flit in and out.",truthful
"This is one of those stories that draws heavily upon the mythical and archetypical.  That, along with it's wide commercial success, has allowed this story penetrate our culture in a significant way.  Buck, although a dog, has been a powerful symbol for dedication and courage and heart and soul within our culture. I suppose that the celebration of these virtues is the most important purpose of this book.  But there may be other subtexts to the story as well.  Jack London was socialist, and the sled dogs working as a team may have been a metaphor for socialism.  Also, the use of dogs which by nature subordinate their wills to that of their owners may be a metaphor for subject/state relationship in a socialist state. Also, the story is set in a particular corner of American history, during the Alaskan Gold rush, told by a writer who lived it.  For those interested in history, this story puts meat on the bones of that time in history. Finally, this was FREE for the kindle version!!",truthful
"I own a log home in the North Georgia mountains, which I named ""Call of the Wild"".  We don't actually have wolves here, but we do have lots of other wild animals.  I wanted a name that would relate to wolves, as I've always loved pictures of them and have many pictures of wolves in my home. I commissioned a local artist to paint a canvas portraying the essence of ""Call of the Wild"" and she paintd the picture from the new dust jacket.  So, of course, I wanted the book to display near the painting.  As I said, it's PERFECT! Elaine",truthful
A very intresting book! I read it when I was a young boy and I bought it for my Grandaughter. She read it and liked it too!,truthful
"I am generally not a huge fan of fiction, but I recently watched the movie ""Into the Wild"" and saw that the character featured in the movie read this book and was influenced by it to live a life in the Wild. I figured I may as well read it, so I did, and I really enjoyed it. I am not at all a literature buff, so I am not certain of what things were symbolic and what everything meant, but it was a great read and I couldn't put it down.",truthful
"When I buy a book, I'm not expecting to get something printed on 8.5"" paper in 12 pt Times New Roman.  I could just as easily downloaded the text for the book online and stuck it in a folder.  Awful.  I would absolutely recommend not buying this book.  I will never read this copy.",truthful
"First of all the book is about 5"" x 7"", real small.  I purchased this for my 10 year old grandson because i read this book when I was about his age and really loved it.  This book is written in old english style and small letters.  My grandson started reading it and could not understand the words, he got frustrated and gave up. I thought it would be a regular size book geared to children. It is not for children.  It is for adults, but not for elderly people because the print is too small.  What a disappointment, a book that I had enjoyed so much turned out to be not a very good gift.",truthful
"The book is itself is ok, instructive and interesting and short. ideal for mu daughther, but unfortunately the book was not received in the best conditions; 5 pages were cut(tear)",truthful
"The Day of the Jackal is set during the 1960s and tells the story of a professional hitman hired to assassinate the president of France, Charles de Gaulle.  The assassin is given the codename ""Jackal"" by his employers, hence the name of the book.  The bulk of this novel is given to a detailed description of the Jackal's preparation for the assassination as well as the French government's attempts to identify and stop him. Frederick Forsyth has an unusual style of writing that is very clean and sparse in his use of language, but also highly detailed and meticulous in terms of plotting.  It's obvious that he did a great deal of research before writing and every page of the novel reads as though it is describing real places and real events.  His style has often been described as similar to journalism, and that's not a bad comparison. The closest thing to a weakness that I would cite is that this is not a character driven novel.  While the characters are far from cardboard cutouts, neither are they lavished with a great number of moments that reveal emotional depth.  But this book is not meant to be a melodrama or character study, it's a plot driven novel that does an excellent job of laying out a fascinating story while slowly building suspense until the climax.  In reality, there was no notable weakness at all, this is a very well crafted novel that I highly recommend.",truthful
Seemed realistic and was exciting. I enjoyed listening to the audio book for a long time while driving.  It lasted a long time and gave me an alternative to music.,truthful
"DHARMA BUMS came out a year after ON THE ROAD.  While the latter is the beat manifesto celebrating the peripatetic lifestyle, BUMS focuses on the beat romance with Buddhist enlightenment and the building of an inner life.  ON THE ROAD was an instant, memorable success, and while BUMS no doubt fed a desire for more of the same, it stands apart, its own satisfying work of art, its own way of sending telegraphs from the heart of the beat movement. Many of the episodes are based on actual events and experiences that were still fresh memories as the book was written. Ray Smith is the first person narrator of DHARMA BUMS, a look alike for Jack Kerouac.  For most of the book, he slyly puts Japhy Ryder at the center of attention.  Ryder is a stand-in for poet Gary Snyder who survives, who as a young man in his twenties was already a natural leader. Surrounding them are other familiar figures from the era, including Alvah Goldbook (translates to Allen Ginsberg).  They all write poetry and love jazz, women, and a casual lifestyle. They seek spiritual enlightenment.  They delight in trolling for clothes in the Good Will and Army and Navy stores, they savor the simplest meal over a campfire.  They are the Dharma Bums, rejecting the paralyzed emptiness they ascribe to middle class life. I really like this book.  The prose is clear and concrete, even when sorting through abstract notions.  It is often funny.  Kerouac had extraordinary insight into individual nuances and desires, and plays them into the tension of the journey and the sorting out.  He had a gift for seeing how outsiders might perceive him and his crowd and how history might come to interpret the present he was portraying.  Though he is legendarily perceived as a spontaneous artist, there is extraordinary control and shape imposed on these pages. Only twice does he momentarily break his world: once, in my edition, he slips and refers to Japhy as Gary, and another time, slipping out of the immediacy of the action, he pays a compliment to a simple meal on the road, noting that even as a lionized young writer in New York, he had not had a better meal in an upscale restaurant.  Those curious nanoseconds can be forgiven, however.  This book is a joy.",truthful
"Most peaceful book I have ever read. Language you could fall in love with: ""I staggered up the hill, greeted by birds, and looked at all the huddled sleeping figures on the floor. Who were all these strange ghosts rooted to the silly little adventures of earth with me? And who was I?"" ""When I went back in the moonlight to my same old tree stump the world was like a dream, like a phantom, like a bubble, like a shadow, like a vanishing dew, like a lightning's flash."" As you read it, you feel that you have learned what the protagonist has learned, that you can see what he sees... you become him, just simply serene.",truthful
Allen Ginsberg reading the Dharma Bums is a classic. Ginsberg gives it a certain vivid flavor and flair that you will want to hear again and again.,truthful
"This is Jack jumping into the Budda scene. Good if you feel like you need a Zen fix, and his observations on how to aspire to happiness are actually quite good too.",truthful
"The only reason I gave this book only 4 stars instead of five is that the second essay, undHeaven and Hellund, struck me as rather weak.  Taken by itself, undDoors of Perceptionund is definitely a 5 star work.  This book is a watershed moment in the psychedelic literature movement.  It is beautifully written, with a clear and understandable style.  Huxley has a particular knack for knowing when he has come up against the unknowable, and is able to recognize the unknowable for what it really is.  He sort of maps out the edges of the unknowable, highlighting what is within the grasp of our knowledge, while defining a clear boundary demarcating the realms of knowledge that can only become known in another life.  This, of course, was the book that inspired the great philosopher Terrance McKenna, and after reading it, you might also become inspired to try to become the next great philosopher.  undDoors of Perceptionund is notable in that it triggers a desire for knowledge rather than simply expounding data.  This is definitely a good thing, and the reader can't help but be infected with a love for the astonishment and wonder that philosophy can provide.",truthful
"An extremely well-written piece by a wonderful novelist. Not only does Huxley is able to convey his mescalin-induced thoughts with pungent pervasiveness, but also sets the wheels of human curiosity into motion, as to make one wonder about the possibility of a parallel world of ""infinite and divine"" all around us, readily available at the touch of our fingertips. As a society, we whould be grateful to Huxley's catatonic introspections and mapping of the human psyche.",truthful
"Ok I bought the book to see what induced Ray Manzarek and Jim Morrison to name their band ""The Doors"". After reading the hyper-intellectualized accounts of getting loaded and then viewing the world while under the influence, the book found a semi permanent lodging place under the edge of my bed. The music of the Doors still moves me and gets played every day I am in my shop. The book is an excellent read before bed because it quickly puts me to sleep. Reading this book 50 years after the fact is not like reading Michner or Camus or Sartre. Its is a stuffy read, dated, and as I discovered.... not like having a crystal ball to peer into the 60's minds of the Doors.",truthful
The book was in the condition that the seller stated it was in. The price was right and it arrived in a timely manor. This is all that mattered to me.,truthful
"I wasn't sure whether to give this 3 or 4 stars (I would have preferred 3.5), so I rounded down. Sorry. As for the book, itself, this is a light, quick and even entertaining take on the market mania that caused the 1929 crash. While the book doesn't go into great detail, it does provide some good insights into both the crowd psychology that always produces crashes as well as the objects of their desire. The investment trusts which were bid up so ridiculously in the late 20's bear just a bit more than an eerie resemblance to the tech stocks of the late 90's, the subprime paper of present day, the MandA mania that recently burst, the housing market, ethanol, sovereign wealth funds and... well just about everything on CNBC these days. More seriously, the similarities between than and now are quite extensive, and one can learn a valuable lesson from the largest calamity in U.S. financial history. I do wish that the book would have gone more into all of the reasons behind not only the crash but also the Great Depression. While the 2 are intertwined, this book only offers insight into the stock market and, sadly, leaves the entire story untold.",truthful
"When I was an undergraduate, the church around which the campus was centered hosted informal luncheons twice a month.  These affairs were held in the church's large and comfortable basement, and usually had nothing to do with religion.  The enticement for students to attend the luncheons (aside from a free box lunch) was the reputation or position of a fellow diner the church had managed to ensnare, and to be included at a gathering, a student had only to sign up while space was still available.  Sometimes this personage would be as humble as the Dean of Student Affairs.  On one occasion, it was John Kenneth Galbraith.  Galbraith, I remember, was arrogant, intelligent, and witty, and all three of these attributes permeate his contribution to the literature on the crash.  Galbraith himself remarks in the introduction that he ""never enjoyed writing a book more,"" and I can well imagine that he laughed out loud as he penned the hilarious passages that make this book so enjoyable.  His explanation of the increase in embezzlement during the late twenties, which he euphemistically calls ""informal financial arrangements,"" and the fall of various illustrious personages associated with the Wall Street crash make for some of the funniest reading I have ever encountered.  There is a serious side to the book, however, wherein Galbraith succinctly analyzes the causes of the crash (in his humble opinion).  For those looking for parallels in today's market, there is one striking similarity between 1929 and today: the impact that the collapse in securities prices had on the well-to-do.  Because the well-to-do, then as now, ""disposed of a large proportion of consumer income,"" and ""were a source of a lion's share of personal saving and investment,"" the losses suffered by this group of investor's ""had broad effects on expenditure and income in the economy at large.""  This, perhaps, is Galbraith's indictment of the capitalist system, and the fact that he offers no remedy for this situation is tacit acceptance of the inherent flaw of capitalism.  Galbraith, though, is no socialist or economic radical.  As he casually claimed during the luncheon I attended, he ran the US economy during World War II, and I've never heard of any extreme economic policies that were instituted during the war.  On the other hand, I'm not now, nor have I ever been, an economist.  Galbraith does a brilliant job of tracing the fluctuations in the market from 1927 to 1932, demonstrating in the process that the crash was not confined to a single day, nor even to a single month.  He explodes a few myths about the crash (it was caused by a lack of available securities; suicides after the crash skyrocketed) and explains the impact of the growth of investment trusts and the lack of involvement by regulatory bodies (such as they were).  It is unlikely a better short course on the crash of 1929 exists, and it is a certainty that no more entertaining book on the subject exists.  Galbraith's little tome is convincing evidence that the dismal science need not be.",truthful
"A Classic! Gives the best explanation of the the causes of the Great Depression and so of the Crash of 2008. Bubbles and crashes have the same causes, only the names change not the fundamentals.  Very interesting the role of Goldman Sachs in both cases",truthful
"Galbraith's 'The Great Crash of 1929' offers a good analysis of why the stock market crashed.  The underlying point throughout the book is that an increasingly fragile financial sector created a speculative bubble which eventually popped. To be clear: Galbraith does not try to prove what caused the Great Depression.  The first 3/5th of the books is on the follow up to the Great Crash, the next 1/5 on its aftermath, and the last 1/5 on how it contributed to the Great Depression.  As an account of the Great Crash it uses easy to understand explanations, clearly written for laymen, centered around a compelling story.  This means that more a sophisticated quantitative analysis, that would have presumably centered around Keyne's 'General Theory', is ignored.  This is conventional in Galbraith's works where he tries to convey economic theory in a language that ordinary people can understand. The problems with Galbraith's analysis is; yes, he does ignore the Federal Reserve and largely omits changes in the money supply.  While Friedman goes as far as to say monetary factors CAUSED the Great Depression most contemporary economist would disagree.  The money hypothesis contributed to the depression but did NOT cause it.  In hindsight Galbraith's tentative analysis of what caused the Great Depression is obviously incomplete but, ironically, more accurate than Friedman's monetary analysis. Someone wishing to understand the Great Depression should look elsewhere.  People looking to understand the theoretical underpinnings of the business cycle and depressions should look elsewhere (ex: Keyne's 'General Theory' or the works of Hyman Minsky).  If you are looking for a good explanation of the Great Crash Galbraith's work stands the test of time.",truthful
"We are told over and over that history repeats itself. Apparently, are so called leaders haven't learned very much. This book is a real window into what is coming. The parallels are eerily simular to what is happening today",truthful
"This book does a poor job of explaining what caused the depression.  It gives a sarcastic narrative of some of the bad practices leading up until 1929, and the sarcasm is amusing.  After the sarcasm, in about february of 1930, it stops and draws unjustified and unsupported conclusions.  The narrative comes mainly from reading the New York newspapers.  A description of what happened in rural areas and at small banks is not included.  You will not understand what a run on a bank is, and how small banks were leveraged and destroyed by the depression.  You will hear nothing about the propensity of the federal reserve to keep interest rates too high from 1929 - 1933, and will not know how much they should have been lowered, or if lowering them would have been ineffective.  You will not learn how to draw your own economic conclusions by reading this book.  Because the book is 100% text, a large opportunity is missed to explain some of the economic history through pictures. I think the book is popular because it was written by a Harvard Professor.  I have read several books on the depression and this one, because of the hype, was the greatest disappointment.",truthful
"Gailbraith's book is an insightful and witty history of the Great Crash of 1929.  Though written years ago it seems as if it could have been written yestereday and there are many parallels of course with the economic ""meltdown"" that is going on around us. I can't really fault the book as it is about the Great Crash, but I wish there were more about the long depression that followed and the path to recovery.",truthful
"This is a beautifully designed book and the quality is excellent.  Dover seems to have corrected the earlier problem they had with a few of the books in this series, where the text quality was faded and inconsistent in spots.  This book has sharp and consistent text and photographs.",truthful
"This is a beautiful edition of the wonderful childhood classic.  I gave it to my twelve-year-old grandson, and he is enjoying it very much.  The book is so much better than the movie! I love the way Kipling talks with his reader.  I loved this book as a child myself and am very happy to have this great edition to give to my grandchildren.",truthful
"Calla is an imprint of Dover, the same publisher that used to boast that its paperback books were built to last. Alas, Dover hasn't manufactured paperbacks that way in years, but this clothbound edition looks every bit as durable as it is beautiful. Many will find it an attractive alternative to the Borzoi Book (Everyman's Library) published by Knopf; the paper is finer, and the illustrations (by the Detmold brothers) are reproduced in full color. This book is not, however, a facsimile reprint of the Macmillan edition of 1908. As the publisher's note explains, the plates have been ""reproduced from an extremely scarce, original portfolio of watercolors, and have never before appeared on this scale in book form."" From these remarks one gathers that the illustrations are larger here than in the 1908 edition, some of them spread across two pages. Unfortunately, the binding (unlike that of the Knopf edition) is too firm for the open book to lie flat, so several of these two-page presentations (notably that of Kaa on pages 64-65) are spoiled by the heavy fold down the center. Moreover, in spite of the ""elegant new type design and many additional decorative elements,"" it is annoying to find Kipling's verses centered line by line instead of systematically indented according to their rhyme schemes. One final note: the text appears to be that of the first American edition, not the more established English edition.",truthful
"Rudyard Kipling's The Jungle Book is now available at reasonable cost in the Oxford Children's Classics series. Children and animals are permanent companions and The Jungle Book is as fresh in the 21st century as it was in the 19th.  From a human child reared in the jungle by animals to a domesticated animal who saves his people, the book brings both joy and understanding.  Kipling's masterful descriptions illustrate the jungle, the animals, the people, the town and their interactions far better than popular cartoon versions.  The Jungle Book is rightfully a classic and rightfully from the respected Ozford Press.",truthful
this is a book which can be read by anyone and each read makes it more interesting. had read some stories long back and loved reading it again.,truthful
"I'm a Kipling fan....no other poet has ever touched my fancy as this chronicular of the common man.  Too many peoeple today simply dismiss him as both racist and imperialist (in other words, judging a 19th century man by 20/21st century standards) but he was of that last generation of poets who tried to learn about their subjects instead of being like the shallow poets of today. This short collection of time honored favorites like the Jungle Book, Rikki Tikki Tavi (the girls loved the great snake fight!), and the White Seal all still glow with life.  Real life is illustrated here, not white washed Hollywood stories where nothing really dies but the interaction between predator and prey is ever present. Kipling in today's world is not something allowed in schools, more the pity.  His writings make most of what kids today have to read insipid.  I only hope other parents/grandparents will allow their offspring the chance to see life how it was and often is today...",truthful
"This review focuses on the audio production of the first Jungle Book as read by Flo Gibson.  I've read many of these stories to my daughter, so I know the difficulty of catching Kipling's rhythm and phrasing.  Flo Gibson does an excellent job, with clear diction, well paced delivery and competent ""acting"" of the various characters.  She pronounces the character's names as attributed to Kipling in the notes of my faithful Penguin edition.  Even then, my 10 year old daughter had difficulty with some of the phrasing, and we paused the CD's as we drove across the country to discuss and clarify.  However, I attribute this difficulty to the richness of Kipling's text, which my daughter is not used to - yet. In short, Flo Gibson uses her talents to deliver Kipling's wonderful stories.  I recommend this unabridged audio edition.",truthful
This was so much fun to read.  I really like the Explanatory Notes which are based on the scientific facts as they were known at the time the book was written because they add to the authenticity of the book just when the reader begins to have some doubts about this fantastical novel.  The Notes provide the background and then take the book into the realm of reality.  I have read enough Darwin and Wallace et al to know that they were indeed thrilled with their discoveries even as they questioned them.  This book is a fun way to illustrate historical perspectives and to awaken the explorer in all of us.  Arthur Conan Doyle is a true literary treasure!,truthful
"I was a little wary in buying classics from Dover Thrift; these are the books I'd want to keep for many years, not just read and discard. But my caution was undeserved! These editions are not flimsy or printed on bible paper; they're sturdy with a pleasing layout and size (I prefer the slightly larger books to the 4.2x6.8 inch standard paperback). This size allows for comfortable reading without damaging the spine like the smaller versions. Highlighting doesn't seep through the paper, an important trait for English majors like myself, and the book is lightweight and the binding tight. So for $3 I was able to buy a book that's normally $7 - with no drawbacks! Thank you Dover Thrift! Also, check out their collections (Jane Austen Collection, Supernatural and Ghost Stories Collection) - Several books for only $8? Awesome! The collection I got was 26 Great Tales of Terror and the Supernatural - six books. :) PS: Works with author copyrights (written copyrights vanish 100 years after an author's death), are generally not carried by Dover. :(",truthful
"I have seen many of the movies generated from this book, The Lost World, but this is the first time that I read the book...sad to say.  The book is more on two cultures (Ape-men vs. Indians) and how the explorers assisted the Indians in over coming the Ape-men and this act would change their future.  Sir Doyle is known for writting the Sherlock Holmes adventures, but there is more to him than the sly detective.  If you like the movies, then you need to read the book and see what Sir Arthur Conan Doyle saw in the Lost World...I enjoyed this book on my kindle.",truthful
"Being new to Detective fiction i thought i would start out reading this book to become familiar with the genere and wow what a fantastic book! so well written and detailed it was like watching a movie, though i have never seen the film the Maltese Falcon i can see why they decided to make a film version of this book. The characters,plotting, and dialogue of the book are so well written that you can envision everything in it and i literaly could not put this book down. I love how the characters are described in such vivid detail you can actualy see them in your mind but, i just wish the setting was New York instead of San Fransico becuase i do not like California and Sacramento brrrrr i detest like a sickness i dont think anybody looking for anything valuable would be looking for it in California let alone a hum drum city like Sacramento. This story deserved more exotic locations and a city that has more going for it like Chicago,New York, or someplace else in the east coast but, anyway i am glad i started off reading this book the ending was just fantastic and very memorable it will stick with me for a long time.",truthful
"Good read, the original noir detective story with all the various workings with came to love. Iwas however really surprised by the ending. I did not see that coming and was satisfied with the protagonist resolution, even if it's not nice, it's you know, becoming.",truthful
"Hammett is credited with creating the hard boiled private eye.  People are most familiar with this work and his character Sam Spade. Perhaps because of the part played by Humphrey Bogart, even though it was the third movie made based on this writing. Hammett himself never considered this as his best. He always maintained The Glass Key was his best work. I highly reccomend any and all of his writing.",truthful
"There have been very few examples of movies made from books in which the plot, characters, and mood was far better presented in the movie than in the book. Unfortunately, ""The Maltese Falcon"" ranks in that distinction - at least for me. Perhaps my big mistake was to choose a Hammett novel that was made into a movie - and a movie that has become the definitive film noir. However, the depth of the characters presented in the novel just wasn't there. Even Sam Spade seemed a rather hollow shell, except for the insistance of being morally ambiguous and describing exactly how he rolls a cigarette. Oh, and he's blond. The other characters pass through a mere images, and most of them rather bizarre. I felt that I knew the characters more from the movie than from the book, which was a very strange feeling. Now, the novel is well written, if a bit dated. I think in it's day it was probably downright shocking! It does have a campy feel to it, but in a sort of pleasant, almost guilty way. It is well paced and keeps the reader's interest. And if one does not know the general outcome, I guarantee it will keep one guessing! The book is worth reading for the mystery alone! However, if one has seen the 1940s version of the movie classic with Bogie and Peter Lorre and Mary Aster and Sydney Greenstreet? This might come as a bit of a letdown. Hammett is a good author and I do look forward to reading other of his works that Hollywood did not take notice of to see if I can feel differently. But, for this one, I really do think the movie is far better. Which makes me wonder: is the movie a classic because of the book? Or has the book become a classic because of the movie?",truthful
"I found this little novel to be a real page-turner and a heck of a fun Kindle read (especially for a freebie--at least as of this review).  Tommy and Tuppence are a fun pair and the story virtually never drags.  I am a fan of Christie's Poirot and like the genre, but found this book to be a refreshing change of pace and tone.  Go ahead and download it--you won't be disappointed.",truthful
"She got me again! I had my suspicions though. A very good read, and I have read all the Poirots and Marples.",truthful
"I love Agatha Christie, and I had never read any of the Tommy and Tuppence series, so I decided that if I was going to try one, it ought to be the first (it also didn't hurt that it was free).  I thoroughly enjoyed the book, although I felt that the ""brown book"" reading at the end was superfluous, and decided to read the remaining 4 books in the series. Imagine my dismay to find that only one more book (the second in the series) is currently available for Kindle.  Ah, well, I'll wait...",truthful
"I can't believe I didn't review this when I read it. So many of the books I've read don't show reviews by me that I am starting to wonder if this is because the exact edition I have was removed and with it my review.  I absolutely love this book and recommend it highly, especially if you love this genre. I wish I had reviewed it when I read it so that I could give it a more thorough and enthusiastic review. Give it a shot because I don't think you'll be disappointed.",truthful
"I have read a lot of Agatha Christie's mysteries, but this was a new one to me.  The story is entertaining, as always. I found this easy to read on the Kindle Touch.  The up or down swipe easily took me to a different chapter.  I didn't test the table of contents, but I rarely use those when I read a novel.  The spacing was great.  Well done!",truthful
Thsi book was delivered in a timely fashion.  This book was enjoyable to read.,truthful
"This book should be required reading for every high school and college student in every school in the country.  Our narcissistic, throwaway, gadget-intoxicated society needs to hear Thoreau's message about the satisfaction gained through living simply, and about the difference between want and need.  Not to mention his pronouncement that we do not own our possessions but are rather owned and enslaved by them.",truthful
As other reviewers have noted this version is incomplete and sentences stop in the middle.  It was free.  My only expense was the time and effort put into discovering the shortcomings of this version.,truthful
"A book I had always meant to get around to reading, but somehow never managed to make a priority.  Glad I had the bright idea to order the audio version!   This is a wonderful disc to accompany a hike in the country, a walk in the woods, or anywhere one is alone in nature.  With his embracing of the simple, unencumbered style of life, and rejection of all material non-essentials, it is easy to see how Thoreau became godfather to the hippie and counter-culture movements of the 1960's.   The reader's near monotone delivery does not exactly make Thoreau's inspired musings spring vividly to life, but his controlled placidity is not unsuited to the serene nature of the narrative either.  It was extremely handy to have all of the unabridged, over eleven hours on one disc; I found myself frequently rewinding to allow a second or third shot at unravelling the complex, but elegant and profound prose passages.   Listening to this audio CD was an excellent way to finally get to know this venerable work; an inspiring classic that most readers are aware of but fewer have actually read.",truthful
"How does one review a classic?  In this day of eco-spirituality, Thoreau is a must-read.  This edition is easy to read, but not the best quality paper. I don't expect it to have a long shelf life. Thoreau is one of the saints of American ecology.  His writing takes one to a different time and place, and yet one in which the rape of the landscape was already taking place.  I suggest following Walden with Annie Dillard's marvelous Pingrim and Tinker's Creek. Emerson's essay on Thoreau is a happy bonus.",truthful
"Was researching, indepth, the subject of why Walden was such an important influence on earlier American writing, and bought a few books to add to my personal research.  This one came away as a winner!",truthful
"This is an enjoyable account of a man who wanted to live a time of solitude, so he built a cabin and lived by himself, thinking and writing down his thoughts.  This is a good account of 19th century life, close to nature.  This is probably one of those books every well-educated American should read. This was my first kindle purchase.  I have been meaning to read ""Walden"" for years now, and never got around to reading it until I obtained my kindle.  First of all, I love the kindle for the variety of classic literature that is available.  I don't live close to a public library, so having books delivered to my kindle is great!",truthful
"if I could give this 10 stars I would. can't even say enough about it, so I will leave it at that. One of the great philosophers.",truthful
"Great ideas in a mixed format, some great observations presented in poetic verse and some rant with confused presentation.  Overall a great treatise on getting back to the basics and in touch with nature to get in touch with onself.",truthful
"A poignant peek into one man's view of what is and should be the true importance of every man's existence. Thoreau in the 1800s already felt, in my opinion, strangled by too much, unnecessary stimuli. Once out in the woods, on his own, with just the basic necessities, he was able to reconnect with his true self. I can only imagine what he would think of today's world. Definitely worth reading.",truthful
"If you really want to understand the times then, I would go with the annotated version.",truthful
"I guess I had it coming to me - andquot;readingandquot; Walden by a book-on-tape.  MacLeish's sympathetic reading of this classic was a vast disappointment.  The tape, only one hour in length, filets the work:  casting aside the savory bones and leaving only a slight hint of the  original flavor.  Buy the book!  Skip the tape.",truthful
"The service was prompt, the book was brand new, and cheaper than the list price!!!",truthful
